longitude,housing_median_age,<1H OCEAN,INLAND,NEAR BAY,NEAR OCEAN,Total_Rooms,Median_Income
-120.59,11.0,0,1,0,0,3946.0,2.0179
-119.53,26.0,0,1,0,0,4047.0,2.3482
-117.81,8.0,1,0,0,0,1964.0,5.1583
-122.22,52.0,0,0,1,0,2183.0,3.2632
-116.5,26.0,0,1,0,0,4651.500000000011,2.5399
-117.58,2.0,0,1,0,0,4651.500000000011,4.0037
-117.04,9.0,0,0,0,1,3087.0,3.775
-117.35,32.0,0,1,0,0,2699.0,2.2974
-118.05,23.0,1,0,0,0,941.0,3.5268
-119.23,34.0,1,0,0,0,3193.0,2.4777
-120.43,4.0,1,0,0,0,2866.0,2.8649
-121.0,52.0,0,1,0,0,941.0,2.25
-122.2,41.0,0,0,1,0,1547.0,2.0562
-117.92,29.0,1,0,0,0,1699.0,3.2122
-117.82,21.0,1,0,0,0,2603.0,6.057
-117.22,5.0,0,0,0,1,4576.0,5.0123
-117.25,8.0,0,0,0,1,4651.500000000011,5.311
-122.3,35.0,0,0,0,1,2789.0,5.4322
-117.19,19.0,0,0,0,1,3716.0,5.2113
-119.55,21.0,0,1,0,0,1551.0,1.9038
-118.11,40.0,1,0,0,0,1727.0,3.95
-122.54,32.0,0,0,1,0,2236.0,6.15921
-118.41,35.0,1,0,0,0,2215.0,4.0167
-121.57,14.0,0,1,0,0,4651.500000000011,4.9702
-121.38,38.0,0,1,0,0,1001.0,2.2788
-121.0,36.0,0,1,0,0,2647.0,2.273
-122.27,52.0,0,0,1,0,2079.0,6.15921
-118.01,34.0,1,0,0,0,2424.0,3.275
-122.31,45.0,0,0,1,0,3924.0,4.1146
-118.9,6.0,0,1,0,0,4651.500000000011,3.0938
-117.08,25.0,0,0,0,1,2963.0,3.625
-122.72,29.0,0,1,0,0,2781.0,1.9906
-118.2,52.0,0,0,0,1,1375.0,2.2344
-117.24,26.0,0,1,0,0,3774.0,3.3534
-118.4,44.0,1,0,0,0,2122.0,4.6687
-117.87,23.0,1,0,0,0,4066.0,4.6556
-122.55,31.0,0,0,0,1,1331.0,4.1827
-118.18,34.0,1,0,0,0,4651.500000000011,6.15921
-120.69,35.0,1,0,0,0,3451.0,2.9167
-117.05,36.0,0,1,0,0,1199.0,3.7065
-117.71,25.0,1,0,0,0,3011.0,2.3387
-122.37,26.0,0,1,0,0,1435.0,2.6705
-121.99,26.0,1,0,0,0,2332.0,5.388
-122.44,52.0,0,0,1,0,1507.0,3.8958
-118.34,52.0,1,0,0,0,2530.0,3.9167
-117.78,16.0,1,0,0,0,1663.0,5.409
-119.64,27.0,0,1,0,0,1513.0,1.9038
-117.11,14.0,0,1,0,0,3026.0,2.8021
-121.98,4.0,0,1,0,0,2487.0,4.9103
-122.21,43.0,0,0,0,1,941.0,3.2708
-121.74,18.0,0,1,0,0,3960.0,1.9038
-118.2,42.0,1,0,0,0,1411.0,3.0871
-122.7,16.0,1,0,0,0,1328.0,5.0366
-117.95,29.0,1,0,0,0,2929.0,3.6875
-117.7,18.0,0,1,0,0,2657.0,3.5931
-119.9,22.0,0,1,0,0,1970.0,3.3125
-121.66,10.0,1,0,0,0,941.0,1.9038
-122.67,17.0,1,0,0,0,2007.0,3.2813
-118.1,36.0,1,0,0,0,1529.0,3.6875
-122.49,17.0,1,0,0,0,3308.0,3.2727
-117.59,4.0,1,0,0,0,1318.0,6.0722
-122.03,32.0,1,0,0,0,4350.0,6.15921
-117.11,16.0,0,0,0,1,3980.0,2.6607
-117.73,36.0,0,1,0,0,1543.0,3.5313
-117.94,33.0,1,0,0,0,2964.0,3.2591
-118.31,47.0,1,0,0,0,1525.0,2.0915
-118.11,36.0,1,0,0,0,1756.0,5.5581
-122.28,52.0,0,0,1,0,1511.0,1.9038
-121.87,18.0,1,0,0,0,1080.0,6.15921
-117.31,15.0,0,0,0,1,2392.0,3.5341
-117.69,10.0,0,1,0,0,1875.0,4.3264
-117.88,32.0,1,0,0,0,941.0,3.9375
-120.15,9.0,0,1,0,0,2254.0,5.6856
-120.0,12.0,0,1,0,0,1437.0,4.225
-118.33,36.0,1,0,0,0,1271.0,3.2417
-120.36,19.0,0,1,0,0,941.0,1.9038
-122.34,44.0,0,0,1,0,1788.0,2.875
-122.49,36.0,0,0,0,1,1821.0,5.6204
-122.4,52.0,0,0,1,0,1495.0,4.4375
-118.02,38.0,0,1,0,0,941.0,2.1413
-118.13,52.0,1,0,0,0,1787.0,2.5664
-121.89,18.0,0,0,0,1,2774.0,5.368
-121.94,22.0,1,0,0,0,1980.0,6.15921
-119.19,12.0,0,1,0,0,2835.0,4.4125
-120.34,10.0,0,1,0,0,3757.0,3.75
-117.97,32.0,1,0,0,0,2620.0,5.7796
-117.58,6.0,0,1,0,0,4651.500000000011,5.2861
-121.6,12.0,0,1,0,0,3744.0,2.3079
-118.13,34.0,1,0,0,0,3848.0,2.6716
-122.04,26.0,0,0,1,0,2145.0,4.9464
-117.31,6.0,1,0,0,0,1580.0,4.0469
-120.97,9.0,0,1,0,0,1114.0,4.7159
-122.45,36.0,0,0,1,0,1997.0,4.95
-123.22,45.0,1,0,0,0,1348.0,3.3667
-117.72,31.0,0,1,0,0,2220.0,2.7321
-121.64,22.0,0,1,0,0,1999.0,4.4583
-117.24,15.0,0,0,0,1,3029.0,5.3129
-118.52,34.0,1,0,0,0,2307.0,4.2143
-122.19,20.0,0,1,0,0,2563.0,1.9038
-122.84,15.0,1,0,0,0,3080.0,3.6696
-118.3,40.0,1,0,0,0,1131.0,1.9038
-117.02,27.0,1,0,0,0,2369.0,4.1162
-118.12,52.0,0,1,0,0,2405.0,6.15921
-118.47,30.0,1,0,0,0,3823.0,4.6
-122.27,40.0,0,0,1,0,941.0,1.9038
-118.28,52.0,1,0,0,0,2273.0,2.3333
-122.42,47.0,0,0,1,0,3453.0,4.016
-118.94,25.0,1,0,0,0,3502.0,5.5181
-121.87,52.0,0,1,0,0,941.0,5.0677
-115.59,20.0,0,1,0,0,1608.0,4.875
-118.03,37.0,1,0,0,0,1772.0,4.1471
-121.4,12.0,0,1,0,0,4651.500000000011,3.5968
-118.31,36.0,1,0,0,0,1692.0,5.0865
-122.47,49.0,0,0,1,0,2842.0,3.2679
-122.5,45.0,0,0,0,1,1620.0,4.3859
-117.27,2.0,0,1,0,0,941.0,3.1042
-117.1,49.0,0,0,0,1,1412.0,2.0398
-121.86,46.0,1,0,0,0,1448.0,2.4968
-118.13,36.0,1,0,0,0,1967.0,4.4948
-118.09,20.0,1,0,0,0,1911.0,2.7647
-117.98,31.0,1,0,0,0,2825.0,3.9798
-122.45,27.0,0,0,1,0,2682.0,6.15921
-122.23,52.0,0,0,1,0,3051.0,6.15921
-117.89,32.0,1,0,0,0,2342.0,4.1951
-121.21,33.0,0,1,0,0,941.0,1.9038
-121.94,32.0,0,0,0,1,2210.0,4.1587
-117.13,15.0,1,0,0,0,2785.0,3.7156
-121.9,11.0,1,0,0,0,1283.0,4.226
-118.16,23.0,1,0,0,0,1516.0,2.3068
-119.21,15.0,0,0,0,1,3797.0,4.7443
-121.96,26.0,1,0,0,0,941.0,6.15921
-121.01,20.0,0,1,0,0,3275.0,2.48
-122.03,32.0,0,0,1,0,1955.0,4.9485
-118.47,52.0,1,0,0,0,2167.0,2.8514
-120.02,15.0,0,1,0,0,3142.0,4.3333
-121.81,16.0,1,0,0,0,1911.0,5.9359
-120.77,8.0,0,1,0,0,3294.0,2.6417
-121.87,22.0,1,0,0,0,3805.0,6.15921
-121.9,12.0,1,0,0,0,4228.0,6.15921
-121.63,34.0,0,1,0,0,1991.0,3.4492
-122.16,47.0,0,0,1,0,4234.0,4.2297
-118.03,33.0,0,1,0,0,2352.0,4.9583
-117.99,37.0,0,1,0,0,1527.0,3.2857
-122.12,35.0,0,0,1,0,1958.0,2.95
-118.45,28.0,1,0,0,0,1532.0,4.4773
-117.78,25.0,1,0,0,0,2260.0,6.15921
-122.71,20.0,0,1,0,0,941.0,1.9038
-121.25,30.0,0,1,0,0,1509.0,1.9038
-121.88,30.0,1,0,0,0,1242.0,2.6607
-117.88,17.0,1,0,0,0,4651.500000000011,6.15921
-117.97,17.0,1,0,0,0,1740.0,2.8649
-118.27,33.0,1,0,0,0,1685.0,4.3527
-117.28,44.0,0,0,0,1,1934.0,4.8684
-117.87,52.0,1,0,0,0,2512.0,6.15921
-122.31,21.0,0,0,1,0,1922.0,3.6042
-117.31,7.0,0,0,0,1,2349.0,5.552
-118.41,33.0,1,0,0,0,3331.0,3.9727
-122.54,44.0,0,0,1,0,1552.0,6.15921
-118.01,29.0,1,0,0,0,3740.0,3.9628
-121.85,39.0,0,1,0,0,1139.0,2.2833
-119.3,23.0,0,1,0,0,3521.0,3.3875
-117.11,23.0,0,0,0,1,1619.0,1.9038
-117.97,24.0,1,0,0,0,2991.0,5.4286
-117.27,5.0,1,0,0,0,4651.500000000011,4.1405
-122.59,18.0,1,0,0,0,3753.0,3.7585
-121.36,35.0,0,1,0,0,1930.0,4.4643
-117.25,8.0,1,0,0,0,1755.0,1.995
-118.03,4.0,0,1,0,0,4651.500000000011,4.0729
-117.88,34.0,1,0,0,0,1410.0,6.1168
-118.83,16.0,0,0,0,1,1956.0,6.15921
-118.74,27.0,1,0,0,0,3467.0,4.8717
-122.47,19.0,0,0,1,0,1926.0,2.9145
-118.01,23.0,1,0,0,0,4095.0,6.15921
-117.11,46.0,0,0,0,1,941.0,1.9038
-121.91,19.0,1,0,0,0,2174.0,5.0362
-121.86,22.0,0,1,0,0,3634.0,4.1597
-119.1,31.0,0,1,0,0,1533.0,1.9038
-123.22,27.0,0,1,0,0,1848.0,2.8472
-117.95,11.0,1,0,0,0,3127.0,4.3426
-120.09,17.0,0,1,0,0,1076.0,2.125
-122.06,37.0,0,0,1,0,1468.0,4.1652
-121.43,35.0,0,1,0,0,4651.500000000011,3.9167
-119.95,30.0,0,1,0,0,1233.0,3.4297
-120.05,24.0,0,1,0,0,1961.0,1.9038
-117.87,21.0,1,0,0,0,2837.0,4.9271
-118.18,33.0,1,0,0,0,1523.0,2.6591
-117.39,19.0,0,1,0,0,1000.0,2.4028
-118.1,36.0,1,0,0,0,1463.0,3.25
-118.16,13.0,1,0,0,0,941.0,1.9063
-118.35,24.0,1,0,0,0,4651.500000000011,1.9038
-122.12,33.0,0,0,1,0,2892.0,5.3727
-119.28,33.0,0,1,0,0,1470.0,1.9038
-115.37,32.0,0,1,0,0,941.0,1.9038
-122.14,46.0,0,0,1,0,941.0,6.15921
-118.31,44.0,1,0,0,0,941.0,5.1136
-117.2,29.0,0,0,0,1,1213.0,4.5987
-119.01,20.0,0,1,0,0,3458.0,2.5806
-118.31,36.0,0,0,0,1,1725.0,5.0874
-117.81,31.0,1,0,0,0,4624.0,6.15921
-118.18,26.0,1,0,0,0,941.0,1.9038
-119.05,5.0,0,1,0,0,2133.0,3.0268
-114.64,10.0,0,1,0,0,2502.0,1.9038
-121.53,20.0,0,1,0,0,4651.500000000011,3.1607
-118.28,14.0,1,0,0,0,1924.0,2.2552
-117.14,52.0,0,0,0,1,1225.0,1.9038
-121.72,5.0,0,1,0,0,4651.500000000011,5.0468
-117.22,16.0,0,1,0,0,4651.500000000011,4.9716
-121.65,24.0,0,1,0,0,1003.0,1.9038
-118.2,47.0,1,0,0,0,1894.0,3.7619
-121.9,52.0,1,0,0,0,1456.0,5.036
-118.56,2.0,1,0,0,0,966.0,1.9667
-122.01,21.0,1,0,0,0,2483.0,6.15921
-121.29,2.0,0,1,0,0,4651.500000000011,4.4871
-117.67,6.0,0,1,0,0,2115.0,6.15921
-122.43,48.0,0,0,1,0,1289.0,3.6719
-117.97,14.0,1,0,0,0,941.0,6.15921
-117.18,8.0,0,1,0,0,3561.0,2.7778
-120.46,11.0,0,0,0,1,941.0,2.0161
-122.28,52.0,0,0,1,0,941.0,1.9038
-120.72,10.0,0,1,0,0,1604.0,3.7625
-118.26,48.0,1,0,0,0,1465.0,1.9038
-121.27,43.0,0,1,0,0,1624.0,1.9038
-118.3,52.0,1,0,0,0,1296.0,3.05
-117.07,17.0,1,0,0,0,2863.0,2.6048
-122.31,10.0,0,1,0,0,1187.0,2.0469
-122.39,44.0,0,0,0,1,2304.0,4.652
-124.16,52.0,0,0,0,1,2167.0,1.9038
-117.98,16.0,1,0,0,0,4651.500000000011,6.15921
-122.08,44.0,0,0,1,0,2185.0,4.725
-120.45,7.0,1,0,0,0,1479.0,2.2538
-121.44,45.0,0,1,0,0,2423.0,3.7167
-122.1,23.0,0,0,1,0,941.0,3.1736
-118.35,28.0,1,0,0,0,2319.0,3.6169
-117.13,32.0,0,0,0,1,1870.0,2.3194
-118.07,47.0,1,0,0,0,941.0,3.1576
-117.98,28.0,1,0,0,0,3109.0,5.2655
-122.08,32.0,0,0,1,0,1075.0,5.0499
-117.06,17.0,1,0,0,0,2524.0,6.15921
-122.79,20.0,0,1,0,0,1798.0,1.9038
-117.91,26.0,1,0,0,0,2296.0,2.4732
-118.9,16.0,1,0,0,0,2614.0,1.9038
-121.73,30.0,0,1,0,0,3306.0,2.8614
-118.28,52.0,1,0,0,0,2332.0,5.5658
-118.17,45.0,0,0,0,1,2508.0,2.6786
-117.87,24.0,1,0,0,0,2655.0,3.3036
-120.95,15.0,0,1,0,0,3062.0,4.3864
-118.29,12.0,1,0,0,0,2238.0,2.9
-122.17,24.0,0,0,0,1,3924.0,4.0972
-118.23,35.0,1,0,0,0,941.0,1.9038
-119.87,4.0,0,1,0,0,4651.500000000011,3.4213
-117.9,15.0,1,0,0,0,941.0,6.15921
-117.09,20.0,0,0,0,1,1999.0,1.9038
-118.44,5.0,0,1,0,0,1514.0,6.15921
-117.12,33.0,0,0,0,1,2279.0,2.4297
-117.92,32.0,1,0,0,0,941.0,3.0625
-118.24,41.0,1,0,0,0,1182.0,2.1473
-121.62,18.0,0,1,0,0,2105.0,1.9038
-118.47,43.0,1,0,0,0,1160.0,2.9167
-118.25,37.0,1,0,0,0,941.0,1.9038
-118.44,30.0,1,0,0,0,1039.0,3.125
-118.27,32.0,1,0,0,0,1969.0,4.4659
-118.46,25.0,1,0,0,0,4077.0,3.7721
-117.89,34.0,1,0,0,0,1473.0,3.8333
-119.2,25.0,0,0,0,1,2203.0,5.4087
-121.35,22.0,0,1,0,0,2607.0,5.0427
-115.59,30.0,0,1,0,0,941.0,2.5769
-119.07,25.0,0,1,0,0,3081.0,2.5804
-116.54,16.0,0,1,0,0,3648.0,1.9167
-121.6,26.0,0,1,0,0,1503.0,1.9038
-118.25,39.0,1,0,0,0,1274.0,2.1793
-118.12,43.0,1,0,0,0,1471.0,4.3317
-120.43,16.0,1,0,0,0,947.0,3.851
-122.14,37.0,0,0,1,0,2141.0,2.9958
-118.37,28.0,1,0,0,0,2685.0,4.119
-119.32,15.0,0,1,0,0,2864.0,2.9698
-122.49,37.0,0,0,0,1,1399.0,3.9219
-117.04,15.0,1,0,0,0,4651.500000000011,2.8247
-117.92,28.0,1,0,0,0,1087.0,1.9038
-119.12,37.0,0,1,0,0,941.0,2.4167
-116.94,22.0,1,0,0,0,4266.0,2.8175
-117.03,35.0,0,0,0,1,1878.0,2.4345
-122.46,45.0,0,0,0,1,1799.0,3.65
-121.3,39.0,0,1,0,0,3375.0,2.6364
-118.02,35.0,1,0,0,0,1337.0,5.1155
-120.69,38.0,1,0,0,0,2564.0,2.0076
-122.37,35.0,0,0,1,0,941.0,1.9038
-122.48,49.0,0,0,1,0,2203.0,4.4375
-118.21,41.0,1,0,0,0,1676.0,4.7734
-117.64,52.0,0,1,0,0,1644.0,2.6913
-118.14,25.0,1,0,0,0,4651.500000000011,3.4118
-117.49,21.0,0,1,0,0,2050.0,4.84
-122.09,40.0,0,0,1,0,1340.0,3.4722
-121.92,44.0,0,0,0,1,3494.0,3.6
-118.27,34.0,1,0,0,0,987.0,2.3365
-116.76,16.0,1,0,0,0,3311.0,3.1196
-117.28,14.0,0,1,0,0,2105.0,2.9934
-122.93,20.0,0,1,0,0,4288.0,2.723
-122.05,36.0,0,0,1,0,2476.0,3.7333
-122.71,36.0,1,0,0,0,2175.0,3.0444
-122.16,39.0,0,0,1,0,1583.0,3.0958
-118.13,52.0,1,0,0,0,1872.0,4.0
-121.96,16.0,1,0,0,0,4651.500000000011,4.2837
-118.9,13.0,1,0,0,0,4651.500000000011,5.5925
-117.61,15.0,0,1,0,0,1791.0,3.8125
-121.34,27.0,0,1,0,0,1595.0,4.6
-118.1,33.0,1,0,0,0,941.0,3.1607
-122.11,11.0,0,0,1,0,4371.0,6.135
-118.48,36.0,1,0,0,0,2539.0,3.6667
-122.08,28.0,1,0,0,0,1643.0,6.15921
-117.21,19.0,0,0,0,1,941.0,1.9038
-118.19,41.0,0,0,0,1,2125.0,2.9943
-117.93,45.0,1,0,0,0,1006.0,3.3472
-118.5,22.0,1,0,0,0,3484.0,3.2609
-122.32,42.0,0,0,0,1,2574.0,3.2891
-119.03,34.0,0,1,0,0,2221.0,3.0486
-117.25,39.0,0,0,0,1,1688.0,4.5938
-121.8,16.0,1,0,0,0,1868.0,5.9053
-118.03,23.0,1,0,0,0,4651.500000000011,3.9156
-117.87,17.0,1,0,0,0,2395.0,5.1182
-118.02,21.0,1,0,0,0,2052.0,3.7885
-122.19,52.0,0,0,1,0,2329.0,3.5114
-118.42,34.0,1,0,0,0,1550.0,4.5375
-117.57,3.0,0,1,0,0,4651.500000000011,5.485
-119.69,43.0,1,0,0,0,1257.0,2.875
-121.34,22.0,0,1,0,0,3273.0,6.15921
-117.17,39.0,0,0,0,1,3803.0,3.7039
-122.38,47.0,0,0,1,0,1088.0,4.2708
-119.23,16.0,1,0,0,0,941.0,5.75
-121.34,30.0,0,1,0,0,4375.0,5.1202
-122.24,47.0,0,0,0,1,2423.0,6.15921
-120.27,13.0,0,1,0,0,3839.0,3.1875
-118.65,23.0,1,0,0,0,4651.500000000011,6.15921
-122.2,37.0,0,0,1,0,1229.0,6.15921
-119.06,9.0,0,1,0,0,1228.0,4.3482
-115.73,27.0,0,1,0,0,941.0,2.9
-122.18,46.0,0,0,1,0,941.0,1.9038
-118.03,36.0,1,0,0,0,2149.0,2.824
-122.27,52.0,0,0,1,0,941.0,1.9038
-122.54,48.0,0,0,1,0,2491.0,4.4375
-117.14,25.0,0,0,0,1,2161.0,2.2284
-119.28,7.0,0,1,0,0,3598.0,3.1111
-118.32,37.0,1,0,0,0,1335.0,4.1731
-118.2,18.0,1,0,0,0,941.0,1.9038
-119.52,20.0,0,0,0,1,1834.0,3.2125
-121.28,46.0,0,1,0,0,1026.0,1.9038
-118.21,52.0,1,0,0,0,1590.0,3.4625
-119.79,52.0,0,1,0,0,941.0,2.1094
-118.53,18.0,1,0,0,0,3674.0,6.15921
-122.74,11.0,1,0,0,0,4651.500000000011,3.0341
-117.24,4.0,1,0,0,0,4651.500000000011,4.2826
-117.86,35.0,1,0,0,0,1683.0,3.5172
-118.37,44.0,1,0,0,0,1944.0,2.6154
-122.01,32.0,1,0,0,0,941.0,4.505
-122.08,29.0,0,0,1,0,1229.0,6.15921
-119.05,39.0,0,0,0,1,941.0,2.8942
-117.93,10.0,1,0,0,0,2766.0,4.6161
-117.09,23.0,1,0,0,0,1125.0,2.3182
-118.14,44.0,1,0,0,0,1812.0,6.15921
-121.28,38.0,0,1,0,0,2803.0,4.119
-118.3,52.0,1,0,0,0,1686.0,2.0958
-120.45,30.0,0,0,0,1,2330.0,3.8512
-118.78,24.0,1,0,0,0,4072.0,6.0487
-117.93,36.0,1,0,0,0,2147.0,3.2188
-117.3,30.0,0,1,0,0,2483.0,1.9038
-122.41,35.0,0,0,0,1,941.0,3.0
-118.15,35.0,0,0,0,1,2768.0,3.6193
-122.28,21.0,0,1,0,0,2405.0,2.6488
-118.41,20.0,1,0,0,0,4374.0,3.6019
-117.69,12.0,1,0,0,0,3258.0,6.15921
-118.38,36.0,1,0,0,0,2101.0,2.9344
-117.95,13.0,0,1,0,0,3859.0,4.5594
-122.15,36.0,0,0,1,0,1501.0,3.8864
-122.96,50.0,1,0,0,0,2530.0,2.9375
-121.36,7.0,0,1,0,0,3461.0,3.5684
-119.77,15.0,0,1,0,0,1924.0,5.3886
-118.23,27.0,1,0,0,0,941.0,1.9038
-118.43,11.0,1,0,0,0,3184.0,6.15921
-118.18,27.0,1,0,0,0,2025.0,2.6083
-117.91,38.0,1,0,0,0,1232.0,6.15921
-117.29,19.0,1,0,0,0,2248.0,2.817
-118.98,36.0,0,1,0,0,1562.0,1.9038
-117.0,17.0,1,0,0,0,4651.500000000011,3.7647
-120.43,27.0,1,0,0,0,2019.0,3.5391
-118.28,44.0,1,0,0,0,968.0,1.9038
-118.32,39.0,1,0,0,0,1995.0,3.5875
-117.99,35.0,0,1,0,0,1040.0,2.5395
-117.99,17.0,1,0,0,0,2801.0,4.2875
-124.18,35.0,0,0,0,1,952.0,3.0536
-118.15,30.0,1,0,0,0,4071.0,2.7268
-122.07,20.0,0,0,1,0,1705.0,3.7262
-118.43,20.0,1,0,0,0,4090.0,2.773
-117.08,20.0,0,0,0,1,1886.0,1.9038
-117.93,25.0,1,0,0,0,2431.0,3.7933
-118.37,39.0,1,0,0,0,1073.0,4.8611
-122.22,37.0,0,0,1,0,2811.0,3.1053
-119.15,36.0,0,0,0,1,3511.0,4.0878
-120.69,46.0,0,1,0,0,941.0,3.5167
-117.96,32.0,0,1,0,0,1896.0,4.5769
-122.07,31.0,0,0,1,0,3300.0,3.016
-119.08,20.0,0,1,0,0,941.0,6.15921
-119.8,43.0,0,1,0,0,1951.0,6.15921
-120.69,13.0,0,1,0,0,1473.0,4.2917
-117.4,32.0,0,1,0,0,1979.0,2.4408
-116.94,32.0,1,0,0,0,1607.0,4.5278
-117.19,52.0,0,0,0,1,1294.0,5.7914
-119.07,13.0,0,1,0,0,4651.500000000011,3.406
-117.03,26.0,1,0,0,0,3859.0,5.8683
-118.13,39.0,1,0,0,0,2099.0,4.8304
-122.32,35.0,0,0,1,0,1612.0,2.5769
-119.02,10.0,0,1,0,0,4651.500000000011,3.6369
-117.76,11.0,1,0,0,0,4508.0,6.15921
-116.48,5.0,0,1,0,0,4651.500000000011,1.9038
-121.39,33.0,0,1,0,0,1503.0,3.6937
-121.38,38.0,0,1,0,0,1839.0,4.5313
-117.67,16.0,0,1,0,0,3260.0,4.6563
-117.66,16.0,1,0,0,0,2022.0,6.15921
-117.11,16.0,1,0,0,0,4608.0,6.04
-116.94,24.0,1,0,0,0,2824.0,5.2614
-118.13,44.0,0,0,0,1,1543.0,4.25
-121.69,33.0,0,1,0,0,1808.0,3.2937
-121.9,42.0,0,0,0,1,2689.0,4.6182
-118.29,6.0,1,0,0,0,1487.0,1.9038
-118.21,28.0,1,0,0,0,950.0,1.9271
-117.24,17.0,0,0,0,1,1149.0,4.1652
-122.13,38.0,0,0,1,0,2012.0,3.1734
-117.66,10.0,0,1,0,0,3657.0,4.2054
-117.1,27.0,0,0,0,1,1782.0,2.1542
-123.18,25.0,1,0,0,0,3066.0,3.788
-122.14,45.0,0,0,1,0,1397.0,2.983
-121.79,24.0,0,1,0,0,3794.0,2.8068
-118.53,26.0,1,0,0,0,2221.0,2.8701
-118.29,34.0,1,0,0,0,1102.0,1.9038
-122.14,18.0,0,0,0,1,2420.0,5.2101
-118.15,34.0,1,0,0,0,941.0,3.6389
-118.07,36.0,1,0,0,0,1887.0,3.1554
-118.34,50.0,1,0,0,0,3457.0,3.1078
-117.88,18.0,1,0,0,0,2923.0,3.2383
-117.25,14.0,0,0,0,1,4651.500000000011,6.15921
-121.99,40.0,0,0,0,1,1104.0,4.3409
-123.19,22.0,1,0,0,0,1542.0,3.5917
-119.08,23.0,1,0,0,0,3065.0,2.7593
-122.25,52.0,0,0,1,0,4190.0,3.0897
-117.05,37.0,1,0,0,0,1184.0,4.7941
-121.79,28.0,1,0,0,0,2715.0,4.8021
-117.07,17.0,1,0,0,0,4651.500000000011,2.6152
-118.42,29.0,1,0,0,0,1807.0,5.3767
-118.41,43.0,1,0,0,0,2492.0,6.15921
-122.29,35.0,0,0,1,0,941.0,5.943
-122.04,25.0,1,0,0,0,2366.0,6.15921
-118.17,39.0,1,0,0,0,941.0,3.2279
-122.18,42.0,0,0,1,0,1180.0,2.8125
-117.89,26.0,1,0,0,0,2905.0,5.0853
-121.55,36.0,0,1,0,0,941.0,1.9038
-118.19,38.0,1,0,0,0,1212.0,2.6673
-121.45,2.0,0,1,0,0,2239.0,5.75
-122.51,39.0,0,0,1,0,3302.0,3.6863
-118.03,20.0,1,0,0,0,2662.0,6.0162
-122.86,24.0,0,1,0,0,3127.0,2.0417
-117.33,30.0,0,1,0,0,2335.0,2.2449
-119.84,26.0,0,0,0,1,4424.0,6.15921
-121.81,17.0,1,0,0,0,2319.0,6.15921
-118.56,35.0,1,0,0,0,1770.0,5.0483
-122.57,27.0,0,1,0,0,1540.0,2.8036
-118.34,45.0,1,0,0,0,2375.0,6.15921
-118.26,24.0,1,0,0,0,3059.0,3.5518
-118.19,32.0,1,0,0,0,941.0,1.9762
-117.37,43.0,0,1,0,0,2862.0,2.1151
-121.32,43.0,0,1,0,0,2453.0,2.9107
-117.05,25.0,1,0,0,0,1905.0,6.15921
-119.63,36.0,0,1,0,0,1518.0,2.2333
-117.14,47.0,0,0,0,1,941.0,1.9038
-118.02,34.0,1,0,0,0,3482.0,5.1155
-121.38,7.0,0,1,0,0,4651.500000000011,4.7557
-121.95,52.0,1,0,0,0,941.0,4.0208
-118.35,52.0,1,0,0,0,1368.0,5.3819
-117.96,24.0,1,0,0,0,4462.0,5.7395
-118.24,39.0,1,0,0,0,941.0,1.9038
-120.44,30.0,0,0,0,1,2265.0,1.975
-117.96,33.0,1,0,0,0,1984.0,3.4821
-120.83,15.0,0,1,0,0,1117.0,2.6319
-122.21,20.0,0,1,0,0,1138.0,3.1534
-118.46,35.0,1,0,0,0,3247.0,6.15921
-122.2,39.0,0,0,1,0,2689.0,2.2562
-118.46,39.0,1,0,0,0,3599.0,5.2571
-120.97,16.0,0,1,0,0,1326.0,1.9038
-119.17,24.0,0,0,0,1,4165.0,6.0661
-118.33,46.0,1,0,0,0,2115.0,3.7344
-122.24,52.0,0,0,1,0,2513.0,3.675
-117.68,4.0,1,0,0,0,2428.0,6.15921
-124.09,44.0,0,0,0,1,941.0,1.9038
-117.05,36.0,0,0,0,1,2024.0,3.8233
-118.37,43.0,1,0,0,0,941.0,3.1827
-122.32,24.0,0,0,1,0,4651.500000000011,4.2852
-118.44,40.0,1,0,0,0,1287.0,3.875
-121.73,40.0,0,1,0,0,1266.0,3.0288
-118.48,29.0,1,0,0,0,1727.0,3.6121
-122.27,52.0,0,0,1,0,2224.0,2.6
-122.42,52.0,0,0,1,0,4001.0,3.5052
-122.31,26.0,0,0,1,0,3735.0,4.621
-118.97,36.0,0,1,0,0,1896.0,3.996
-121.31,35.0,0,1,0,0,2097.0,4.3958
-115.56,15.0,0,1,0,0,1278.0,4.4821
-121.0,7.0,0,1,0,0,941.0,3.0781
-122.44,52.0,0,0,1,0,1603.0,3.9856
-122.36,23.0,0,0,0,1,4651.500000000011,6.15921
-117.93,35.0,1,0,0,0,941.0,5.5867
-122.39,52.0,0,0,1,0,941.0,4.0042
-117.9,33.0,1,0,0,0,2613.0,4.3899
-118.07,33.0,1,0,0,0,2178.0,3.6083
-119.11,10.0,0,1,0,0,1972.0,1.9038
-120.69,19.0,0,1,0,0,3267.0,2.7236
-116.93,19.0,1,0,0,0,1867.0,2.0685
-119.82,16.0,0,0,0,1,1414.0,3.6034
-118.12,38.0,1,0,0,0,1222.0,4.125
-121.47,44.0,0,1,0,0,941.0,1.9038
-117.84,23.0,1,0,0,0,4388.0,4.5217
-122.14,24.0,0,0,1,0,2131.0,5.6349
